notebook1,file1,segment1_index_on_page,segment1_page_key,segment1_text,segment1_word_count,notebook2,file2,segment2_index_on_page,segment2_page_key,segment2_text,segment2_word_count,tfidf_similarity,cosine_similarity,euclidean_similarity,manhattan_similarity,jaccard_features,overlap_coefficient,shared_features,total_features_1,total_features_2,top_shared_features,vector1_norm,vector2_norm
14g,page_to_text.json,1,83,exist - The rocks which certainly owe their origin to fire are called volcanic such productions are constantly formed but a number of these belonging to our globe have been produced in times of which we have no history or tradition - The rocks which owe their formation to water have as yet have no name in our language they may be called hydrogeneric - with respect to the period of their origin the same thing may be said as of the volcanic rocks - The Rocks which may according to distinct analogies be supposed to owe their origin to fire are those which have been called basaltic or Trappic and which exist when 79,111,14g,page_to_text.json,2,85,They may be called hydric in english. They may be called hydric formations. - formations. - 1. Division until formation by known causes 1. Division until formation by known causes & 2. Formation by uncertain causes - & 2. Formation by uncertain causes - Both these classes of rocks owe their origin to are produced by Both these classes of rocks owe their origin to owe their origin to are produced by are produced by well known causes well known causes 81,76,0.3248809407110846,0.3248809407110846,0.4625352315236751,0.1330448850119056,0.13513513513513514,0.4166666666666667,5,30,12,owe; format; origin; rock; caus,1.0,1.0
14g,page_to_text.json,2,84,- a few of them owe their formation to well known causes the distinct operation of water or of fire others are of equivocal origin; that afford great probability of the operating effects of one or the other of those agents: but the greatest part xxx of these known formation xxx of these known formation known formation have been produced by have been produced by causes which are either wholly or very imperfectly understood that known & under circumstances which are entirely do not xxxxx xxx xx xxxx known to entirely do not xxxxx xxx xx xxxx known to,93,14g,page_to_text.json,2,85,They may be called hydric in english. They may be called hydric formations. - formations. - 1. Division until formation by known causes 1. Division until formation by known causes & 2. Formation by uncertain causes - & 2. Formation by uncertain causes - Both these classes of rocks owe their origin to are produced by Both these classes of rocks owe their origin to owe their origin to are produced by are produced by well known causes well known causes 81,76,0.4935773204504278,0.4935773204504278,0.49840456075913386,0.16559914465149592,0.20689655172413793,0.5,6,23,12,format; known; caus; owe; origin,1.0,1.0
14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,184,0.27739642165094164,0.27739642165094164,0.4540980254126819,0.082078621450166,0.12037037037037036,0.22413793103448276,13,58,63,iron; oxid; acid; silica; water,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,14g,page_to_text.json,0,91,Though the Oxide of Iron Oxide of Iron Oxide of Iron when collected is a peroxide yet it is most probable that in the water it exists in the state of black protoxide oxide but the atmospherical air atmospherical air atmospherical air in the water after it is deposited would speedily bring it to the condition of peroxide The plausibility of this supposition is increa- sed by the circumstances that tincture of galls or triple prossiate of potassa prossiate of potassa prossiate of potassa does not change the colour of the water & that the protoxides have in general the strongest tendencies to combination with acids When the deposit is taken up diffu- sed through the water it contains no other substance than Oxide of Iron Oxide of Iron Oxide of Iron & silica but when it is collected from the bottom of the Baths it contains likewise extra- neous substances carbonate of Lime carbonate of Lime carbonate of Lime & sand from decomposed rocks I satisfied myself by exposing a quantity of water to the air that the deposit is not produced after the water has issued from its source & there is every reason to believe that the chemical changes take place in consequence of the cooling of the water 48,209,0.3361690124067066,0.3361690124067066,0.4646317327282278,0.08708180963014643,0.16346153846153846,0.29310344827586204,17,58,63,iron; oxid; carbon; acid; water,0.9999999999999999,0.9999999999999998
14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",160,0.4475317983775015,0.4475317983775015,0.4875291145169893,0.10018515120496539,0.18181818181818182,0.34782608695652173,16,58,46,iron; oxid; caldi; bagni; bath,0.9999999999999999,0.9999999999999997
14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,14g,page_to_text.json,1,92,The silica when the Oxide of Iron Oxide of Iron Oxide of Iron is separa- -ted by a weak acid appears as a gelati- -nous mass & the deposit before it is submitted to any chemical agents is an impalpable powder which to the magnifier appears uniform in its nature,49,0.28958127298905345,0.28958127298905345,0.4562066970400214,0.09608688575231575,0.0958904109589041,0.3181818181818182,7,58,22,iron; oxid; acid; silica; carbon,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,184,14g,page_to_text.json,0,91,Though the Oxide of Iron Oxide of Iron Oxide of Iron when collected is a peroxide yet it is most probable that in the water it exists in the state of black protoxide oxide but the atmospherical air atmospherical air atmospherical air in the water after it is deposited would speedily bring it to the condition of peroxide The plausibility of this supposition is increa- sed by the circumstances that tincture of galls or triple prossiate of potassa prossiate of potassa prossiate of potassa does not change the colour of the water & that the protoxides have in general the strongest tendencies to combination with acids When the deposit is taken up diffu- sed through the water it contains no other substance than Oxide of Iron Oxide of Iron Oxide of Iron & silica but when it is collected from the bottom of the Baths it contains likewise extra- neous substances carbonate of Lime carbonate of Lime carbonate of Lime & sand from decomposed rocks I satisfied myself by exposing a quantity of water to the air that the deposit is not produced after the water has issued from its source & there is every reason to believe that the chemical changes take place in consequence of the cooling of the water 48,209,0.27282823982648124,0.27282823982648124,0.4533170358671638,0.08221205412163582,0.14545454545454545,0.25396825396825395,16,63,63,oxid; iron; water; silica; atmospher,0.9999999999999999,0.9999999999999998
14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,184,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",160,0.27950182015582625,0.27950182015582625,0.45445971078844166,0.08532458887168987,0.11224489795918367,0.2391304347826087,11,63,46,iron; oxid; silica; caldi; deposit,0.9999999999999999,0.9999999999999997
14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,184,14g,page_to_text.json,1,92,The silica when the Oxide of Iron Oxide of Iron Oxide of Iron is separa- -ted by a weak acid appears as a gelati- -nous mass & the deposit before it is submitted to any chemical agents is an impalpable powder which to the magnifier appears uniform in its nature,49,0.2787880052733576,0.2787880052733576,0.45433696118811967,0.09467030312795421,0.08974358974358974,0.3181818181818182,7,63,22,iron; oxid; silica; acid; chemic,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,0,91,Though the Oxide of Iron Oxide of Iron Oxide of Iron when collected is a peroxide yet it is most probable that in the water it exists in the state of black protoxide oxide but the atmospherical air atmospherical air atmospherical air in the water after it is deposited would speedily bring it to the condition of peroxide The plausibility of this supposition is increa- sed by the circumstances that tincture of galls or triple prossiate of potassa prossiate of potassa prossiate of potassa does not change the colour of the water & that the protoxides have in general the strongest tendencies to combination with acids When the deposit is taken up diffu- sed through the water it contains no other substance than Oxide of Iron Oxide of Iron Oxide of Iron & silica but when it is collected from the bottom of the Baths it contains likewise extra- neous substances carbonate of Lime carbonate of Lime carbonate of Lime & sand from decomposed rocks I satisfied myself by exposing a quantity of water to the air that the deposit is not produced after the water has issued from its source & there is every reason to believe that the chemical changes take place in consequence of the cooling of the water 48,209,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",160,0.3029333963447991,0.3029333963447991,0.4585611618754333,0.08679990180828963,0.13541666666666666,0.2826086956521739,13,63,46,oxid; iron; bath; deposit; silica,0.9999999999999998,0.9999999999999997
14g,page_to_text.json,0,99,95 And think that life's quick troubled stream Is made more troubled by the blast. - When touched by timid fingers weak Know that Affection's like the rose It wounds but press its thorns they break And all its odour sweeter flows. When the thunder cloud is darkest It is nearest to its fall And the gloom though sadly markest To no inmate of thy soul. Passions beams rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind.,86,14g,page_to_text.json,0,102,Failings forget & let the beam of charity o'er all be cast And think that lifes quick troubled stream Is made more troubled by the blast 2 When touched by timid fingers weak Think that affections like the rose but if you but if you It wounds; but It wounds; but press its thorns they break And all its odour strong sweeter flows,62,0.6129982479327607,0.6129982479327607,0.5319786491600458,0.16183922187235322,0.42,0.75,21,43,28,troubl; wound; think; timid; finger,1.0,1.0
14g,page_to_text.json,0,99,95 And think that life's quick troubled stream Is made more troubled by the blast. - When touched by timid fingers weak Know that Affection's like the rose It wounds but press its thorns they break And all its odour sweeter flows. When the thunder cloud is darkest It is nearest to its fall And the gloom though sadly markest To no inmate of thy soul. Passions beams rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind.,86,14g,page_to_text.json,0,104,When the thunder cloud is darkest It is nearest to its fall. And the gloom thou sadly markest Is no inmate of th e y soul Feelings rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind . - That magic charm of feelings thine And oh regret not its excess.,59,0.5482617622772027,0.5482617622772027,0.512685427964902,0.14663191709982748,0.36538461538461536,0.6785714285714286,19,43,28,cloud; inmat; attemp; concent; markest,1.0,1.0
14g,page_to_text.json,1,99,"The torrent roaring from the moun- tain Which ravages a hundred fields Conducted tranquil from its fountain Bloom freshness, verdure, plenty yields. H. D 56",25,14g,page_to_text.json,1,104,"Give it its attribute divine But still subdue control repress The torrent roaring from the mountain Which ravages a thousand hundred fields Conducted tranquil from its fountain xxxx Bloom, freshness verdure plenty yeilds",33,0.6704288517107546,0.6704288517107546,0.5519142129577743,0.2549763407790968,0.5217391304347826,0.8,12,15,20,conduct; ravag; fountain; roar; plenti,1.0,1.0
14g,page_to_text.json,0,100,In it the statesman rules & lives And the low multitude controuls Fixed to the impulse that he gives As the firm earth around its poles. This magic light of life is thine And what if given in excess? It is excess of fire divine Which reason always can repress. Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight.,76,14g,page_to_text.json,0,103,99 Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight. - Let it on friendships verdant meads tranquil hours tranquil hours A stedfast may day sunshine beam Making a field of fruit & flowers Such as the Bards elisian dream To kindness professed kindness give And fresher will the feelings flow The marks of The marks of Affections offered gifts receive And still more precious gifts bestow,83,0.34961271225162543,0.34961271225162543,0.4671772808951427,0.11061482551959609,0.2459016393442623,0.4411764705882353,15,34,42,gift; let; given; meteor; sight,1.0,1.0
14g,page_to_text.json,0,100,In it the statesman rules & lives And the low multitude controuls Fixed to the impulse that he gives As the firm earth around its poles. This magic light of life is thine And what if given in excess? It is excess of fire divine Which reason always can repress. Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight.,76,14g,page_to_text.json,0,106,Its failing lifes are of the earth But its excess still breathing of heaven -. Too much of the etherial birth To mortal man is rarely given,27,0.26363223091156845,0.26363223091156845,0.4517603197530979,0.1207202085735664,0.12195121951219512,0.4166666666666667,5,34,12,excess; given; heaven; earth; fail,1.0,0.9999999999999999
14g,page_to_text.json,0,100,In it the statesman rules & lives And the low multitude controuls Fixed to the impulse that he gives As the firm earth around its poles. This magic light of life is thine And what if given in excess? It is excess of fire divine Which reason always can repress. Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight.,76,14g,page_to_text.json,0,107,103 -. From it the Poets glories rise Which pass beyond our human being - To things of other worlds & skies Kindling Carrying the prophets gift of seeing. - By it the clotted ruddy blood that stains The Heroe's laurels glow like flame Or kindles in the warriors veins A never dying love of fame. By it the statesman xxxx & rules xxxx & rules xxxx & rules & lives rules & lives And the loud multitude controuls Fixed to the impulse that He gives. As the firm earth around its poles.,85,0.3618341667166271,0.3618341667166271,0.4695390096010368,0.11235927696535668,0.18333333333333332,0.3235294117647059,11,34,37,rule; pole; firm; statesman; impuls,1.0,0.9999999999999999
14g,page_to_text.json,1,100,Let it on friendships tranquil hours A stedfast may day sunshine beam Making a field of fruits & flowers Such as the Bards elisian dream. To kindness proferred kindness give And fresher will the feeling flow Affections offered gifts receive And still more precious gifts bestow. Failings forget & let the beam Of charity on all be cast,56,14g,page_to_text.json,0,102,Failings forget & let the beam of charity o'er all be cast And think that lifes quick troubled stream Is made more troubled by the blast 2 When touched by timid fingers weak Think that affections like the rose but if you but if you It wounds; but It wounds; but press its thorns they break And all its odour strong sweeter flows,62,0.2725858512121752,0.2725858512121752,0.4532757399567304,0.11437925598975443,0.16,0.2857142857142857,8,30,28,let; chariti; beam; forget; cast,1.0,1.0
14g,page_to_text.json,1,100,Let it on friendships tranquil hours A stedfast may day sunshine beam Making a field of fruits & flowers Such as the Bards elisian dream. To kindness proferred kindness give And fresher will the feeling flow Affections offered gifts receive And still more precious gifts bestow. Failings forget & let the beam Of charity on all be cast,56,14g,page_to_text.json,0,103,99 Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight. - Let it on friendships verdant meads tranquil hours tranquil hours A stedfast may day sunshine beam Making a field of fruit & flowers Such as the Bards elisian dream To kindness professed kindness give And fresher will the feelings flow The marks of The marks of Affections offered gifts receive And still more precious gifts bestow,83,0.7257612416979379,0.7257612416979379,0.5745169515554128,0.19848448789880296,0.5319148936170213,0.8333333333333334,25,30,42,gift; let; kind; hour; tranquil,1.0,1.0
14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",85,14g,page_to_text.json,0,108,What is these in lifes stormy day To xxxxx please or cheer our sight Save Loves Save Loves Or friendships softer light Or friendships softer light To warm our cold & earth born clay Save feelings heavenly light This is the true promethean flame This is the true promethean flame This is the true promethean flame This is the true promethean flame That one makes only branch That one makes only branch Who kindles eon is Who kindles eon is Which This is the spirit which awakes controuls subdues The chao a s of the mind soul the mind soul mortality doom has change has change has change has change our mortal soul state our mortal soul state mortal soul state Gives it creations loveliest hues And kindles brightness midst the gloom.,131,0.3904966477611111,0.3904966477611111,0.47526566207895676,0.11968586857244275,0.4126984126984127,0.6046511627906976,26,43,46,mortal; save; kindl; lucca; bath,1.0,1.0
14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",85,14g,page_to_text.json,1,108,"It wakens in the mother's kiss It breathes profound in lovers sighs Dove like it rests it rests upon the dark abyss And never And never , never dies._ Of life it rests &",33,0.5082468781802888,0.5082468781802888,0.5020788996185281,0.144848857346451,0.32558139534883723,1.0,14,43,14,rest; abyss; lover; dove; kiss,1.0,0.9999999999999999
14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",85,14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",34,0.2986313860665565,0.2986313860665565,0.45779746426265994,0.10950139880113247,0.038461538461538464,0.18181818181818182,2,43,11,lucca; bath; return; twist; chert,1.0,1.0
14g,page_to_text.json,1,101,"From it the poets glories rise Which pass beyond our human being To things of other worlds & skies Carrying the prophets gift of seeing, By it the ruddy clotted blood that stains The Hero's laurels glow s like flame Or kindles in the warriors veins The never dying love of fame",51,14g,page_to_text.json,0,107,103 -. From it the Poets glories rise Which pass beyond our human being - To things of other worlds & skies Kindling Carrying the prophets gift of seeing. - By it the clotted ruddy blood that stains The Heroe's laurels glow like flame Or kindles in the warriors veins A never dying love of fame. By it the statesman xxxx & rules xxxx & rules xxxx & rules & lives rules & lives And the loud multitude controuls Fixed to the impulse that He gives. As the firm earth around its poles.,85,0.7332204091101163,0.7332204091101163,0.5778839128913603,0.22231888382230086,0.7027027027027027,1.0,26,26,37,clot; kindl; warrior; ruddi; rule,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,1,114,In his conversations he was clear,6,14g,page_to_text.json,0,118,"113 & had the art so rare in modern times of making himself comprehensible to the meanest capacities, - As a critical philosopher his judment was clear & unbiased reason flowed from his pure combi understanding combi understanding as a xx river clear stream clear stream from a great lake which however slender or slender or impure the sources from which it is fed gushes sends forth a full clear & clear & unpolluted & clear & clear stream His style He has His style He has In his most original work; the illustrations",87,0.2554230440688935,0.2554230440688935,0.45038777327983787,0.13231573535866045,0.075,0.75,3,4,39,clear; convers; hi; wa; understand,1.0,1.0
14g,page_to_text.json,1,119,He was contented to employ was contented to employ intellectual powers which might have commanded objects of the highest 115,20,14g,page_to_text.json,1,147,- A life in which no faculties are employed: but those of eating & generating,13,0.25864502082172997,0.25864502082172997,0.4509245747494236,0.21015920202026178,0.08333333333333333,0.2,1,8,5,employ; content; eat; faculti; gener,1.0,1.0
14g,page_to_text.json,0,128,"of vision is connected with certain other sensations the sensation itself I suppose itself I suppose . to be composed of indestructible parts, which in their aggregate produce the effect.",30,14g,page_to_text.json,1,129,upon the retina &c occasion a sensation of vision but this is expressing nothing more than that the sensation,19,0.3413294271587514,0.3413294271587514,0.46560249189745434,0.19389600304087673,0.13333333333333333,0.2857142857142857,2,10,7,sensat; vision; retina; occas; suppos,1.0,1.0
14g,page_to_text.json,1,130,- It appears to me necessary to allow that the process of thought or that our trains of sensations ideas pleasures & pains depend,22,14g,page_to_text.json,1,137,- Besides if you allow a peculiar principle necessary to sensation,10,0.3798795356531005,0.3798795356531005,0.4731127543785187,0.20719831852007436,0.21428571428571427,0.5,3,11,6,allow; necessari; sensat; peculiar; besid,0.9999999999999999,1.0
14g,page_to_text.json,0,136,"it must exist throughout animated Nature. The elephant approaches nearer to Man in intellectual powers than the oister does to the elephant & a chain may be chain may be or link of sensitive natures may be traced from the Polypus to the Philosopher; now in the Polypus , the sentient principle is divisible & from one Polypus or one earth worm may be formed two or three all of which become perfect animals & have perception & volition Therefore at least the sentient",80,14g,page_to_text.json,0,146,would approach to that of a an oister a Polypus a Polypus or even a fungus & it is only to suppose a simple kind of perception connected with the arrangment of new parts & the growth & seeding of a flower or the aggregation of a chrystal would be the kind of being which you seem to require for a perfect system. Pol .,62,0.29118145329293815,0.29118145329293815,0.45648642186166205,0.12209092385203771,0.11627906976744186,0.25,5,28,20,polypu; approach; percept; oister; perfect,1.0,0.9999999999999999
14g,page_to_text.json,1,140,- I do not see the correctness of the analogy that you endeavour to establish between dreams & a variety of independent existences though dreams have no connection with each other yet they are evidently related to the state of our mind & organs,41,14g,page_to_text.json,0,142,deriving ideas from them moving as it were in circles of identical existence quitting for a time some trains some trains to return to others ; but always sentient we can fix no beginning to its operations ; we can place no limit to them we sometimes lose the beginning & end of a dream & recollect the middle of it & one dream has little or no connection with another; yet we are conscious of an infinity variety of dreams & there is the same analogy for believing an infinity of past existences which must have had connections though we can not trace,100,0.25954334565223003,0.25954334565223003,0.4510746777161339,0.12117120589861852,0.11904761904761904,0.35714285714285715,5,14,33,dream; connect; varieti; exist; analog,1.0,0.9999999999999999
14g,page_to_text.json,0,153,149 To ascertain what Heat will be communicated from one body heated to a certain degree to another through different media.,21,14g,page_to_text.json,0,154,Plan of experiments to ascertain - If the cold of high regions depends upon an increased radiation increased radiation -- 1 st by a stop watch to ascertain what difference of time is required to heat to the same degree bodies in dense & rare air - 2 What will be the difference of the maximum of the effect of a very small lens under the same circumstances in dense & rare media . 3. What will be the times of cooling of the same body heated to the same degree in dense & rare media. - 4.,91,0.4577080890318195,0.4577080890318195,0.4898518514249366,0.15995554334581255,0.1875,0.6666666666666666,6,9,29,heat; media; ascertain; degre; bodi,1.0,1.0
